,time,u0,u10000,u20000,u30000,u40000,u50000,u60000,u70000,u80000,u90000,u100000
76,2016-02-28 18:00:00,4.46999979019,4.46999979019,4.46999979019,4.46999979019,4.46999979019,4.46999979019,4.46999979019,4.46999979019,4.46999979019,4.46999979019,4.46999979019
77,2016-02-28 21:00:00,7.53000020981,7.53000020981,7.53000020981,7.53000020981,7.53000020981,7.53000020981,7.53000020981,7.53000020981,7.53000020981,7.53000020981,7.53000020981
78,2016-02-29 00:00:00,6.71000003815,6.71000003815,6.71000003815,6.71000003815,6.71000003815,6.71000003815,6.71000003815,6.71000003815,6.71000003815,6.71000003815,6.71000003815
79,2016-02-29 03:00:00,7.48000001907,7.48000001907,7.48000001907,7.48000001907,7.48000001907,7.48000001907,7.48000001907,7.48000001907,7.48000001907,7.48000001907,7.48000001907
80,2016-02-29 06:00:00,5.69999980927,5.69999980927,5.69999980927,5.69999980927,5.69999980927,5.69999980927,5.69999980927,5.69999980927,5.69999980927,5.69999980927,5.69999980927
81,2016-02-29 09:00:00,6.26999998093,6.26999998093,6.26999998093,6.26999998093,6.26999998093,6.26999998093,6.26999998093,6.26999998093,6.26999998093,6.26999998093,6.26999998093
82,2016-02-29 12:00:00,6.55000019073,6.55000019073,6.55000019073,6.55000019073,6.55000019073,6.55000019073,6.55000019073,6.55000019073,6.55000019073,6.55000019073,6.55000019073
83,2016-02-29 15:00:00,8.52000045776,8.52000045776,8.52000045776,8.52000045776,8.52000045776,8.52000045776,8.52000045776,8.52000045776,8.52000045776,8.52000045776,8.52000045776
84,2016-02-29 18:00:00,3.42000007629,3.42000007629,3.42000007629,3.42000007629,3.42000007629,3.42000007629,3.42000007629,3.42000007629,3.42000007629,3.42000007629,3.42000007629
85,2016-02-29 21:00:00,0.620000004768,0.620000004768,0.620000004768,0.620000004768,0.620000004768,0.620000004768,0.620000004768,0.620000004768,0.620000004768,0.620000004768,0.620000004768
86,2016-03-01 00:00:00,-1.05999994278,-1.05999994278,-1.05999994278,-1.05999994278,-1.05999994278,-1.05999994278,-1.05999994278,-1.05999994278,-1.05999994278,-1.05999994278,-1.05999994278
87,2016-03-01 03:00:00,1.71000003815,1.71000003815,1.71000003815,1.71000003815,1.71000003815,1.71000003815,1.71000003815,1.71000003815,1.71000003815,1.71000003815,1.71000003815
88,2016-03-01 06:00:00,3.71000003815,3.71000003815,3.71000003815,3.71000003815,3.71000003815,3.71000003815,3.71000003815,3.71000003815,3.71000003815,3.71000003815,3.71000003815
89,2016-03-01 09:00:00,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537
90,2016-03-01 12:00:00,-2.46000003815,-2.46000003815,-2.46000003815,-2.46000003815,-2.46000003815,-2.46000003815,-2.46000003815,-2.46000003815,-2.46000003815,-2.46000003815,-2.46000003815
91,2016-03-01 15:00:00,-1.62999999523,-1.62999999523,-1.62999999523,-1.62999999523,-1.62999999523,-1.62999999523,-1.62999999523,-1.62999999523,-1.62999999523,-1.62999999523,-1.62999999523
92,2016-03-01 18:00:00,1.21000003815,1.21000003815,1.21000003815,1.21000003815,1.21000003815,1.21000003815,1.21000003815,1.21000003815,1.21000003815,1.21000003815,1.21000003815
93,2016-03-01 21:00:00,4.19000005722,4.19000005722,4.19000005722,4.19000005722,4.19000005722,4.19000005722,4.19000005722,4.19000005722,4.19000005722,4.19000005722,4.19000005722
94,2016-03-02 00:00:00,7.73000001907,7.73000001907,7.73000001907,7.73000001907,7.73000001907,7.73000001907,7.73000001907,7.73000001907,7.73000001907,7.73000001907,7.73000001907
95,2016-03-02 03:00:00,7.84999990463,7.84999990463,7.84999990463,7.84999990463,7.84999990463,7.84999990463,7.84999990463,7.84999990463,7.84999990463,7.84999990463,7.84999990463
96,2016-03-02 06:00:00,7.21999979019,7.21999979019,7.21999979019,7.21999979019,7.21999979019,7.21999979019,7.21999979019,7.21999979019,7.21999979019,7.21999979019,7.21999979019
97,2016-03-02 09:00:00,11.3999996185,11.3999996185,11.3999996185,11.3999996185,11.3999996185,11.3999996185,11.3999996185,11.3999996185,11.3999996185,11.3999996185,11.3999996185
98,2016-03-02 12:00:00,7.82999992371,7.82999992371,7.82999992371,7.82999992371,7.82999992371,7.82999992371,7.82999992371,7.82999992371,7.82999992371,7.82999992371,7.82999992371
99,2016-03-02 15:00:00,2.46000003815,2.46000003815,2.46000003815,2.46000003815,2.46000003815,2.46000003815,2.46000003815,2.46000003815,2.46000003815,2.46000003815,2.46000003815
100,2016-03-02 18:00:00,-3.26999998093,-3.26999998093,-3.26999998093,-3.26999998093,-3.26999998093,-3.26999998093,-3.26999998093,-3.26999998093,-3.26999998093,-3.26999998093,-3.26999998093
101,2016-03-02 21:00:00,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537,-4.65000009537
102,2016-03-03 00:00:00,-3.38000011444,-3.38000011444,-3.38000011444,-3.38000011444,-3.38000011444,-3.38000011444,-3.38000011444,-3.38000011444,-3.38000011444,-3.38000011444,-3.38000011444
103,2016-03-03 03:00:00,-7.21999979019,-7.21999979019,-7.21999979019,-7.21999979019,-7.21999979019,-7.21999979019,-7.21999979019,-7.21999979019,-7.21999979019,-7.21999979019,-7.21999979019
